tiempo,led_verde,led_rojo,val_x,val_y
3.1400006264448166e-05,1,0.0016014003194868565,928,0
0.5766739000100642,1,29.410368900513276,1023,567
0.6493616001680493,1,33.117441608570516,616,1022
0.7236519001889974,1,36.90624690963887,0,1023
0.7929017001297325,1,40.43798670661636,0,0
0.854842800181359,1,43.59698280924931,901,0
0.9182728000450879,1,46.831912802299485,1023,523
0.9885933001060039,1,50.4182583054062,929,1023
1.0570620000362396,1,53.91016200184822,0,1021
1.1255992001388222,1,57.40555920707993,0,164
1.18924710014835,1,60.65160210756585,505,0
1.2511014000046998,1,63.8061714002397,1023,66
1.3214200001675636,1,67.39242000854574,1023,1023
1.3925183000974357,1,71.01843330496922,121,1022
1.4630166001152247,1,74.61384660587646,0,523
1.5284530001226813,1,77.95110300625674,0,0
1.5901693000923842,1,81.0986343047116,1022,0
1.6527702000457793,1,84.29128020233475,1023,790
1.7242457000538707,1,87.9365307027474,505,1022
1.793822200037539,1,91.48493220191449,0,658
1.858491500141099,1,94.78306650719605,0,0
1.9202026000712067,1,97.93033260363154,505,0
1.984576800139621,1,101.21341680712067,1022,677
2.056693200021982,1,104.89135320112109,505,1023
2.1296372001525015,1,108.61149720777757,0,807
2.1964222001843154,1,112.01753220940009,0,0
2.260761500103399,1,115.29883650527336,1023,0
2.329714599996805,1,118.81544459983706,1023,1023
2.402580500114709,1,122.53160550585017,120,1023
2.474346600007266,1,126.19167660037056,0,523
2.539286100072786,1,129.5035911037121,55,0
2.603105500107631,1,132.75838050548919,1022,61
2.6705046000424773,1,136.19573460216634,1023,1023
2.744425400160253,1,139.9656954081729,59,1023
2.8154504999984056,1,143.58797549991868,0,522
2.882963600102812,1,147.03114360524341,505,0
2.946823400212452,1,150.28799341083504,1023,523
3.0163391001988202,1,153.83329411013983,730,1023
3.089218100067228,1,157.55012310342863,0,816
3.1566489001270384,1,160.98909390647896,0,367
3.221645300043747,1,164.3039103022311,107,0
3.2836226001381874,1,167.46475260704756,505,0
3.3489747000858188,1,170.79770970437676,0,204
3.4144489001482725,1,174.1368939075619,0,863
3.4799456000328064,1,177.47722560167313,627,1022
3.551966099999845,1,181.1502710999921,1023,910
3.623951000161469,1,184.82150100823492,197,0
3.694467700086534,1,188.41785270441324,0,739
3.7604957001749426,1,191.78528070892207,662,1022
3.8345186000224203,1,195.56044860114343,1023,604
3.9079516001511365,1,199.30553160770796,269,0
3.97447710018605,1,202.69833210948855,0,526
4.039473700104281,1,206.01315870531835,505,1023
4.110399099998176,1,209.63035409990698,1023,619
4.184744200203568,1,213.42195421038195,504,0
4.253498200094327,1,216.9284082048107,0,523
4.315602800110355,1,220.0957428056281,498,1023
4.384494700003415,1,223.60922970017418,1023,839
4.457638700027019,1,227.33957370137796,512,0
4.529592000180855,1,231.00919200922363,0,523
4.5949827001895756,1,234.34411770966835,505,1023
4.6660998000297695,1,237.97108980151825,1023,771
4.740539000136778,1,241.76748900697567,505,0
4.810055700130761,1,245.3128407066688,0,523
4.872785800136626,1,248.5120758069679,311,1023
4.940887700067833,1,251.9852727034595,1022,1013
